Gene_ID	WT1	WT2	WT3	DDX5KD1	DDX5KD2	DDX5KD3
ENSG00000253951	0	0	0	0	0	0
ENSG00000253952	0	0	0	0	0	0
ENSG00000253953	0	0	0	0	0	0
ENSG00000253954	131	77	99	37	21	36
ENSG00000253955	0	0	0	0	0	0
ENSG00000253956	0	0	0	1	0	0
ENSG00000253957	0	0	0	0	0	0
ENSG00000253958	0	0	0	0	0	0
ENSG00000253959	0	0	0	3	0	0
ENSG00000253960	0	0	0	0	0	0
ENSG00000253961	0	1	0	6	0	0
ENSG00000253963	0	0	0	0	0	0
ENSG00000253964	0	0	0	0	0	0
ENSG00000253965	39	23	36	27	31	31
ENSG00000253966	0	0	0	0	0	0
ENSG00000253967	0	0	1	2	0	0
ENSG00000253968	6	2	4	38	47	34
ENSG00000253970	0	0	0	0	0	0
ENSG00000253971	23	6	30	5	2	8
ENSG00000253972	2	1	4	10	1	5
ENSG00000253973	327	306	413	568	625	716
ENSG00000253974	0	0	0	0	0	0
ENSG00000253975	0	0	0	0	0	0
ENSG00000253976	0	0	0	0	0	0
ENSG00000253977	0	0	0	0	0	0
ENSG00000253978	1	0	9	0	2	0
ENSG00000253979	0	0	0	0	0	0
ENSG00000253980	0	0	0	4	0	0
ENSG00000253981	3	4	8	3	4	2
ENSG00000253982	646	556	761	553	839	702
ENSG00000253983	14	5	5	1	0	0
ENSG00000253985	0	0	0	0	0	0
ENSG00000253986	0	0	0	3	1	0
ENSG00000253988	0	0	0	1	0	0
ENSG00000253989	56	65	92	133	109	136
ENSG00000253991	0	0	0	0	0	0
ENSG00000253992	92	82	114	151	157	137
ENSG00000253993	1	1	1	0	0	1
ENSG00000253994	0	0	0	0	0	0
ENSG00000253995	0	0	0	0	0	0
ENSG00000253997	0	0	0	0	0	0
ENSG00000253998	0	0	0	0	0	0
ENSG00000253999	0	0	0	0	0	0
ENSG00000254000	0	0	0	1	0	0
ENSG00000254001	119	141	142	23	24	27
ENSG00000254002	0	0	0	3	0	0
ENSG00000254003	9	5	10	11	9	5
ENSG00000254004	2986	2833	3767	5285	4880	3653
ENSG00000254006	0	0	0	5	0	0
ENSG00000254007	0	0	0	1	0	0
ENSG00000254008	0	0	0	1	0	0
ENSG00000254009	0	0	0	0	0	0
ENSG00000254011	0	0	0	0	0	0
ENSG00000254012	0	0	0	0	0	0
ENSG00000254013	12	2	12	5	5	10
ENSG00000254014	0	0	0	1	0	0
ENSG00000254015	0	0	0	0	1	0
ENSG00000254016	80	75	100	32	58	54
ENSG00000254017	0	0	0	0	0	0
ENSG00000254018	6	1	4	5	0	1
ENSG00000254019	1	0	0	1	0	0
ENSG00000254020	0	0	0	0	0	0
ENSG00000254021	0	0	0	0	0	0
ENSG00000254023	15	7	12	10	5	13
ENSG00000254024	0	0	0	8	0	0
ENSG00000254025	3	5	1	0	0	0
ENSG00000254026	0	0	0	0	0	0
ENSG00000254027	0	0	0	3	1	4
ENSG00000254028	11	9	15	12	15	5
ENSG00000254029	0	0	0	0	0	0
ENSG00000254030	0	0	0	1	0	0
ENSG00000254031	4	7	5	9	0	4
ENSG00000254033	0	0	1	5	0	0
ENSG00000254034	0	0	0	0	1	0
ENSG00000254035	2	3	1	5	2	2
ENSG00000254036	0	0	0	1	0	0
ENSG00000254037	1	0	2	1	2	0
ENSG00000254038	0	0	0	0	0	0
ENSG00000254039	1	5	3	11	1	4
ENSG00000254040	0	0	0	3	0	0
ENSG00000254041	0	0	0	9	0	0
ENSG00000254042	0	0	0	3	0	0
ENSG00000254043	0	0	0	1	0	1
ENSG00000254044	0	0	0	0	0	0
ENSG00000254045	0	0	0	0	0	0
ENSG00000254046	0	0	0	3	0	0
ENSG00000254047	0	0	0	0	0	0
ENSG00000254048	0	0	0	0	0	0
ENSG00000254049	0	0	0	0	0	0
ENSG00000254050	0	0	0	1	1	0
ENSG00000254051	0	0	0	0	0	0
ENSG00000254052	0	0	0	0	0	0
ENSG00000254053	0	0	0	0	0	0
ENSG00000254054	0	0	0	0	0	0
ENSG00000254055	0	0	0	3	0	0
ENSG00000254056	0	0	0	0	0	0
ENSG00000254057	23	19	28	9	9	7
ENSG00000254060	2	0	0	0	0	0
ENSG00000254061	0	0	0	0	0	0
ENSG00000254063	0	0	0	0	0	0
ENSG00000254064	0	0	1	7	0	1
ENSG00000254065	6	2	8	2	4	1
ENSG00000254066	0	0	0	2	0	0
ENSG00000254067	0	0	0	3	0	0
ENSG00000254069	0	0	0	0	0	0
ENSG00000254070	0	0	0	0	0	0
ENSG00000254073	0	0	0	0	0	0
ENSG00000254075	0	0	0	0	0	0
ENSG00000254076	3	0	0	0	0	0
ENSG00000254077	0	0	0	0	0	0
ENSG00000254079	0	0	0	0	0	0
ENSG00000254080	11	7	6	39	32	26
ENSG00000254081	2	1	2	10	2	1
ENSG00000254083	5	5	2	12	1	2
ENSG00000254084	4	1	6	11	0	0
ENSG00000254086	0	0	0	3	0	0
ENSG00000254087	7	13	7	47	4	7
ENSG00000254088	0	0	0	1	0	3
ENSG00000254089	0	0	0	5	0	0
ENSG00000254090	0	0	0	0	0	0
ENSG00000254091	0	0	0	0	0	0
ENSG00000254092	0	0	0	7	0	0
ENSG00000254093	0	0	0	0	0	0
ENSG00000254094	0	0	0	0	0	0
ENSG00000254095	0	0	0	0	0	0
ENSG00000254097	0	0	0	0	0	0
ENSG00000254098	0	0	0	0	0	0
ENSG00000254099	2	0	0	15	0	0
ENSG00000254101	18	6	12	113	10	19
ENSG00000254102	0	0	0	2	0	0
ENSG00000254103	0	0	0	0	0	0
ENSG00000254104	0	0	0	0	0	0
ENSG00000254105	0	0	0	0	0	0
ENSG00000254106	7	8	6	10	9	14
ENSG00000254109	1	0	0	2	1	0
ENSG00000254111	30	28	41	37	42	37
ENSG00000254112	1	0	1	0	0	0
ENSG00000254113	0	0	0	6	0	0
ENSG00000254114	0	0	0	0	0	0
ENSG00000254115	0	0	0	5	1	0
ENSG00000254118	0	0	0	0	0	0
ENSG00000254119	63	39	48	48	2	2
ENSG00000254120	0	0	0	0	0	0
ENSG00000254122	0	0	0	0	0	0
ENSG00000254123	0	0	0	22	0	0
ENSG00000254124	0	0	0	1	0	0
ENSG00000254126	0	1	0	14	0	0
ENSG00000254127	0	0	0	0	0	0
ENSG00000254129	0	3	0	19	1	2
ENSG00000254130	0	1	2	4	0	0
ENSG00000254131	0	0	0	0	0	0
ENSG00000254132	0	0	0	0	0	0
ENSG00000254134	0	0	0	0	0	0
ENSG00000254135	12	3	5	33	6	5
ENSG00000254136	0	0	0	1	0	0
ENSG00000254138	9	20	20	35	1	1
ENSG00000254139	0	0	0	0	0	0
ENSG00000254141	0	0	0	0	0	0
ENSG00000254143	0	0	0	5	0	0
ENSG00000254144	0	0	0	0	0	0
ENSG00000254145	0	0	0	0	0	0
ENSG00000254146	0	0	0	0	0	0
ENSG00000254150	0	0	0	0	0	0
ENSG00000254151	0	0	0	0	0	0
ENSG00000254152	0	0	0	0	0	0
ENSG00000254153	0	0	0	1	0	0
ENSG00000254154	1	0	1	2	1	1
ENSG00000254156	0	0	0	0	0	0
ENSG00000254157	0	0	0	0	0	0
ENSG00000254158	1	0	0	0	1	1
ENSG00000254160	0	0	0	0	0	0
ENSG00000254161	0	0	0	0	0	0
ENSG00000254162	0	0	0	1	1	0
ENSG00000254163	0	0	0	13	0	0
ENSG00000254164	0	0	0	0	0	0
ENSG00000254165	0	0	0	0	0	0
ENSG00000254166	6	5	6	39	3	4
ENSG00000254167	0	0	0	0	0	0
ENSG00000254170	0	0	0	0	0	0
ENSG00000254171	0	2	1	6	3	1
ENSG00000254172	0	0	0	0	0	0
ENSG00000254174	0	0	0	0	0	0
ENSG00000254175	0	0	0	1	0	0
ENSG00000254176	0	0	0	0	0	0
ENSG00000254177	5	0	6	3	0	0
ENSG00000254178	0	0	0	1	0	0
ENSG00000254180	348	348	462	679	620	585
ENSG00000254181	2	1	2	1	1	5
ENSG00000254182	2	0	0	1	0	0
ENSG00000254183	0	0	0	0	0	0
ENSG00000254185	0	0	0	0	0	0
ENSG00000254186	400	345	493	480	150	184
ENSG00000254187	2	0	0	9	0	1
ENSG00000254189	0	0	0	0	0	0
ENSG00000254190	0	0	0	0	0	0
ENSG00000254192	0	1	0	2	0	0
ENSG00000254193	0	0	0	0	0	0
ENSG00000254194	0	0	0	9	0	1
ENSG00000254195	0	0	0	0	0	0
ENSG00000254197	0	2	0	1	0	0
ENSG00000254198	0	0	0	2	2	0
ENSG00000254200	1	0	0	1	1	3
ENSG00000254201	0	0	2	0	0	1
ENSG00000254202	8	5	2	63	3	1
ENSG00000254203	9	8	8	20	29	22
ENSG00000254204	0	0	0	1	0	0
ENSG00000254205	0	0	0	0	0	0
ENSG00000254206	210	224	261	253	310	350
ENSG00000254207	0	0	0	0	0	0
ENSG00000254208	6	1	7	0	7	3
ENSG00000254209	0	0	0	6	0	0
ENSG00000254211	8	0	18	8	2	4
ENSG00000254212	1	0	0	0	0	0
ENSG00000254213	0	0	1	2	1	1
ENSG00000254215	0	0	0	0	0	0
ENSG00000254216	0	0	0	0	0	0
ENSG00000254219	0	0	0	0	0	0
ENSG00000254220	0	0	0	0	0	0
ENSG00000254221	0	0	0	0	0	0
ENSG00000254222	13	6	11	9	9	15
ENSG00000254224	3	2	5	3	4	1
ENSG00000254225	0	0	0	0	0	0
ENSG00000254226	62	55	66	139	43	39
ENSG00000254227	0	0	0	0	0	0
ENSG00000254228	15	3	19	21	37	30
ENSG00000254229	0	0	0	2	0	0
ENSG00000254230	1	0	0	2	1	0
ENSG00000254231	1	2	1	3	2	0
ENSG00000254233	20	16	28	25	25	19
ENSG00000254235	3	3	4	52	6	3
ENSG00000254236	4	0	0	2	1	1
ENSG00000254237	1	4	4	13	0	3
ENSG00000254238	0	0	2	4	0	0
ENSG00000254239	0	0	0	2	0	0
ENSG00000254240	0	0	0	0	0	0
ENSG00000254241	0	0	0	0	0	0
ENSG00000254242	31	32	39	41	32	36
ENSG00000254244	331	135	239	83	62	111
ENSG00000254245	0	0	0	0	0	0
ENSG00000254246	0	2	0	4	0	0
ENSG00000254247	0	0	0	0	0	0
ENSG00000254248	0	0	1	10	0	0
ENSG00000254249	0	0	0	0	0	0
ENSG00000254251	176	163	227	76	56	56
ENSG00000254252	1	0	0	0	0	0
ENSG00000254253	0	0	0	0	0	0
ENSG00000254254	1	3	9	22	1	0
ENSG00000254255	0	0	0	0	0	0
ENSG00000254256	0	0	0	0	0	0
ENSG00000254258	0	0	0	1	0	0
ENSG00000254260	0	0	0	1	0	0
ENSG00000254261	101	102	160	27	23	11
ENSG00000254263	0	2	0	6	0	1
ENSG00000254264	0	0	0	0	0	0
ENSG00000254265	0	0	0	0	0	0
ENSG00000254266	31	7	40	52	23	11
ENSG00000254267	20	25	21	57	18	39
ENSG00000254268	0	0	0	0	0	0
ENSG00000254270	0	0	0	0	0	0
ENSG00000254271	31	46	28	35	16	11
ENSG00000254272	0	0	0	0	0	0
ENSG00000254273	0	0	0	0	0	0
ENSG00000254274	0	0	0	0	0	0
ENSG00000254275	3	3	0	21	0	1
ENSG00000254277	0	0	0	8	0	1
ENSG00000254278	0	0	0	0	0	0
ENSG00000254279	0	0	0	0	0	0
ENSG00000254281	9	6	4	3	1	2
ENSG00000254283	0	0	0	0	0	0
ENSG00000254285	132	50	96	58	54	90
ENSG00000254287	0	0	0	0	0	0
ENSG00000254288	6	11	11	17	9	5
ENSG00000254289	36	39	33	53	73	54
ENSG00000254290	27	28	43	50	60	48
ENSG00000254291	1	0	0	0	0	1
ENSG00000254292	0	0	0	0	0	0
ENSG00000254293	24	14	14	6	5	7
ENSG00000254294	5	5	8	4	5	3
ENSG00000254295	4	13	14	11	10	8
ENSG00000254297	0	0	0	5	0	0
ENSG00000254298	0	3	0	2	0	0
ENSG00000254299	0	0	0	0	0	0
ENSG00000254300	318	272	324	362	330	250
ENSG00000254302	0	0	0	0	0	1
ENSG00000254303	5	0	0	33	2	1
ENSG00000254305	0	0	0	0	0	0
ENSG00000254306	13	16	9	26	28	31
ENSG00000254307	0	0	0	5	0	0
ENSG00000254308	0	0	0	0	0	0
ENSG00000254309	0	0	0	0	0	0
ENSG00000254310	0	0	0	0	0	0
ENSG00000254311	0	0	0	0	0	0
ENSG00000254312	0	0	0	0	0	0
ENSG00000254313	0	0	0	0	0	0
ENSG00000254314	0	0	0	3	0	0
ENSG00000254315	0	0	0	0	0	0
ENSG00000254316	0	0	0	0	0	0
ENSG00000254317	2	1	0	7	0	0
ENSG00000254319	1036	924	1321	1139	1141	1108
ENSG00000254320	0	0	0	0	0	0
ENSG00000254321	0	0	0	0	1	1
ENSG00000254324	0	0	0	0	0	0
ENSG00000254325	0	0	0	0	0	0
ENSG00000254326	1	0	0	0	0	0
ENSG00000254328	0	0	0	0	0	0
ENSG00000254329	0	0	0	0	0	0
ENSG00000254330	0	0	0	0	0	0
ENSG00000254331	0	0	0	0	0	0
ENSG00000254332	236	119	218	141	119	202
ENSG00000254333	21	13	17	23	19	25
ENSG00000254334	0	0	0	0	0	0
ENSG00000254335	0	0	0	0	0	0
ENSG00000254336	3	0	1	1	0	0
ENSG00000254337	5	0	9	0	2	0
ENSG00000254338	0	0	0	0	0	4
ENSG00000254339	0	0	0	7	1	1
ENSG00000254340	0	2	1	2	0	2
ENSG00000254341	0	0	0	0	0	0
ENSG00000254342	0	0	0	0	0	0
ENSG00000254343	2	5	2	5	1	1
ENSG00000254344	0	0	0	21	0	0
ENSG00000254345	0	0	0	0	0	0
ENSG00000254346	0	0	0	0	0	0
ENSG00000254347	0	0	0	4	0	0
ENSG00000254348	0	0	0	0	0	0
ENSG00000254349	1987	2058	2438	2149	1921	1838
ENSG00000254350	10	9	7	18	3	5
ENSG00000254351	0	0	0	0	0	0
ENSG00000254352	0	0	0	0	0	0
ENSG00000254355	0	0	0	0	0	0
ENSG00000254357	0	0	0	3	0	0
ENSG00000254358	0	0	0	0	0	0
ENSG00000254361	0	0	3	20	0	2
ENSG00000254362	0	0	0	0	0	0
ENSG00000254363	17	15	39	61	56	79
ENSG00000254364	0	0	0	0	0	0
ENSG00000254365	0	0	0	4	0	0
ENSG00000254366	3	0	0	32	2	0
ENSG00000254367	9	7	6	32	21	11
ENSG00000254369	18	20	12	51	60	65
ENSG00000254370	0	0	0	0	0	0
ENSG00000254372	0	0	1	0	0	0
ENSG00000254373	71	33	43	20	15	18
ENSG00000254376	0	0	0	1	0	0
ENSG00000254377	0	0	0	0	0	0
ENSG00000254380	0	0	0	2	0	0
ENSG00000254381	0	0	0	0	0	0
ENSG00000254383	0	0	0	0	0	0
ENSG00000254384	0	0	0	0	0	0
ENSG00000254387	7	8	7	4	3	4
ENSG00000254388	0	0	0	1	0	0
ENSG00000254389	181	127	199	204	269	264
ENSG00000254391	0	0	0	0	0	1
ENSG00000254392	0	0	0	0	0	0
ENSG00000254394	0	0	2	12	0	0
ENSG00000254395	0	0	0	0	0	1
ENSG00000254396	11	21	27	11	11	8
ENSG00000254397	1	1	0	22	1	0
ENSG00000254398	0	0	0	0	0	1
ENSG00000254399	0	0	0	0	0	0
ENSG00000254400	5	1	5	3	11	1
ENSG00000254401	19	10	21	18	9	7
ENSG00000254402	158	206	260	137	203	271
ENSG00000254403	0	0	0	0	0	0
ENSG00000254404	3	2	2	15	0	0
ENSG00000254406	14	7	14	8	4	8
ENSG00000254407	0	0	0	0	0	0
ENSG00000254408	0	0	0	0	0	0
ENSG00000254409	115	117	152	183	177	173
ENSG00000254411	0	0	0	0	0	0
ENSG00000254412	0	0	0	0	0	0
ENSG00000254413	12	4	9	13	3	9
ENSG00000254415	0	0	0	0	0	0
ENSG00000254416	204	138	207	91	68	82
ENSG00000254417	1	0	0	2	0	1
ENSG00000254418	6	0	1	11	6	10
ENSG00000254419	0	0	0	0	0	0
ENSG00000254420	15	9	9	63	19	13
ENSG00000254422	0	0	0	6	0	0
ENSG00000254423	0	0	0	1	0	0
ENSG00000254424	0	0	0	0	0	0
ENSG00000254425	0	0	0	0	0	0
ENSG00000254427	0	0	0	3	0	0
ENSG00000254428	0	3	0	0	0	0
ENSG00000254429	0	0	0	0	0	0
ENSG00000254430	0	0	0	0	0	0
ENSG00000254431	1	8	0	0	1	0
ENSG00000254432	0	0	0	0	0	0
ENSG00000254433	0	0	2	18	0	0
ENSG00000254434	0	0	0	0	0	0
ENSG00000254436	0	0	0	0	0	0
ENSG00000254437	0	0	0	0	0	0
ENSG00000254438	0	0	0	0	0	0
ENSG00000254440	0	0	0	0	0	0
ENSG00000254441	0	1	0	0	0	0
ENSG00000254442	0	0	0	0	0	0
ENSG00000254443	0	0	0	0	0	0
ENSG00000254444	21	10	21	34	13	28
ENSG00000254445	32	31	35	3	4	6
ENSG00000254447	1	1	1	6	2	1
ENSG00000254449	49	20	48	24	12	21
ENSG00000254450	0	0	0	0	0	0
ENSG00000254451	8	0	0	13	0	3
ENSG00000254452	0	0	0	0	0	0
ENSG00000254453	0	0	0	1	0	0
ENSG00000254454	0	0	0	0	0	0
ENSG00000254455	5	4	4	3	2	3
ENSG00000254456	2	1	3	7	0	0
ENSG00000254457	0	0	0	0	0	0
ENSG00000254458	17	29	17	27	20	27
ENSG00000254459	109	109	165	180	165	163
ENSG00000254460	0	0	0	0	0	0
ENSG00000254461	8	2	5	15	7	20
ENSG00000254462	3	7	6	1	2	1
ENSG00000254463	0	0	0	0	0	0
ENSG00000254464	0	0	0	0	0	0
ENSG00000254465	0	0	0	5	0	0
ENSG00000254466	0	0	1	0	0	0
ENSG00000254467	0	0	0	2	0	0
ENSG00000254468	6	6	3	4	7	5
ENSG00000254469	1313	1232	1803	2135	2148	2113
ENSG00000254470	1423	1335	2008	1372	2150	2524
ENSG00000254471	2	2	3	1	0	0
ENSG00000254472	0	0	0	0	0	0
ENSG00000254473	135	137	222	89	112	66
ENSG00000254475	0	0	0	0	0	0
ENSG00000254477	10	5	7	4	5	6
ENSG00000254478	0	0	0	0	0	0
ENSG00000254479	0	0	0	0	0	0
ENSG00000254480	4	2	5	5	9	5
ENSG00000254481	19	2	7	6	3	7
ENSG00000254482	0	0	0	0	0	0
ENSG00000254483	0	0	0	0	0	0
ENSG00000254484	0	0	0	0	0	0
ENSG00000254485	0	0	0	0	0	0
ENSG00000254486	5	1	1	12	13	10
ENSG00000254487	0	0	0	1	0	0
ENSG00000254488	0	0	0	0	0	0
ENSG00000254489	0	0	1	12	2	0
ENSG00000254490	0	0	0	0	0	0
ENSG00000254491	0	0	0	0	0	0
ENSG00000254492	0	0	0	1	0	0
ENSG00000254495	0	0	0	0	0	0
ENSG00000254496	0	0	0	0	0	0
ENSG00000254497	0	0	0	1	0	0
ENSG00000254498	0	0	0	0	0	0
ENSG00000254499	0	0	3	1	0	0
ENSG00000254500	0	0	0	0	0	0
ENSG00000254501	0	0	11	0	5	3
ENSG00000254502	24	11	28	3	3	10
ENSG00000254503	0	0	0	0	0	0
ENSG00000254505	0	0	0	0	0	0
ENSG00000254506	2	0	2	2	0	0
ENSG00000254507	0	1	1	0	0	0
ENSG00000254508	1	0	0	3	0	0
ENSG00000254509	0	0	1	0	0	0
ENSG00000254510	106	102	131	200	265	282
ENSG00000254511	0	0	0	8	0	1
ENSG00000254512	0	0	0	0	0	0
ENSG00000254514	0	0	0	0	0	0
ENSG00000254515	22	30	37	22	6	16
ENSG00000254516	0	0	0	2	0	0
ENSG00000254517	0	0	0	0	0	0
ENSG00000254518	0	0	0	0	0	0
ENSG00000254519	0	0	0	2	0	0
ENSG00000254521	0	0	1	5	0	0
ENSG00000254522	0	0	0	0	0	0
ENSG00000254524	0	0	0	0	0	0
ENSG00000254526	4	4	3	29	0	1
ENSG00000254527	0	0	0	0	0	0
ENSG00000254528	0	0	0	1	0	0
ENSG00000254529	0	0	0	0	0	0
ENSG00000254530	6	4	5	59	6	6
ENSG00000254531	242	247	362	130	182	164
ENSG00000254532	8	10	12	11	11	8
ENSG00000254533	0	0	0	1	0	1
ENSG00000254534	0	0	0	0	0	0
ENSG00000254535	301	225	314	16	20	15
ENSG00000254536	4	4	5	11	11	7
ENSG00000254537	0	0	0	0	0	0
ENSG00000254538	2	2	3	21	1	1
ENSG00000254539	5	8	6	1	0	1
ENSG00000254540	0	0	0	0	0	0
ENSG00000254541	0	0	0	0	0	0
ENSG00000254542	0	0	0	0	0	0
ENSG00000254543	11	6	9	7	1	6
ENSG00000254544	0	0	0	0	0	0
ENSG00000254545	0	0	1	0	0	0
ENSG00000254546	0	0	0	0	0	0
ENSG00000254547	0	0	0	7	0	0
ENSG00000254548	0	0	1	0	0	0
ENSG00000254550	0	0	0	0	0	0
ENSG00000254551	1	2	0	3	1	1
ENSG00000254552	0	1	3	4	1	0
ENSG00000254553	65	50	65	49	53	52
ENSG00000254554	31	34	45	39	62	51
ENSG00000254555	0	0	0	0	0	0
ENSG00000254556	0	0	0	0	0	0
ENSG00000254557	0	0	0	0	0	0
ENSG00000254558	0	0	0	0	0	0
ENSG00000254559	0	0	1	5	0	0
ENSG00000254560	9355	8992	11556	6783	6857	6055
ENSG00000254561	7	6	5	33	3	0
ENSG00000254562	0	0	0	9	0	0
ENSG00000254563	0	0	0	2	0	0
ENSG00000254564	0	0	0	0	0	0
ENSG00000254565	0	0	0	1	0	0
ENSG00000254566	0	0	0	1	0	0
ENSG00000254567	0	0	0	0	0	0
ENSG00000254568	3	2	8	0	0	0
ENSG00000254569	0	0	0	0	0	0
ENSG00000254571	1	8	14	7	2	2
ENSG00000254572	8	2	4	3	1	4
ENSG00000254573	0	0	0	3	0	0
ENSG00000254574	1	1	1	0	1	0
ENSG00000254575	0	0	0	2	0	0
ENSG00000254576	0	0	0	0	0	0
ENSG00000254577	0	0	0	0	0	0
ENSG00000254578	1	4	0	3	3	2
ENSG00000254579	0	0	0	0	0	0
ENSG00000254580	0	0	0	8	1	2
ENSG00000254581	0	0	0	0	0	0
ENSG00000254582	0	0	0	0	0	0
ENSG00000254583	0	0	0	1	0	0
ENSG00000254584	0	0	0	5	0	0
ENSG00000254585	1	0	0	1	1	2
ENSG00000254586	0	0	0	1	0	0
ENSG00000254587	9	1	12	27	2	4
ENSG00000254588	8	8	4	4	1	1
ENSG00000254589	5	3	8	4	3	8
ENSG00000254590	0	0	0	0	0	0
ENSG00000254591	0	0	0	2	0	0
ENSG00000254592	0	0	0	0	0	0
ENSG00000254593	0	0	0	1	0	1
ENSG00000254594	0	0	0	1	0	0
ENSG00000254595	28	23	26	64	64	64
ENSG00000254596	0	0	0	0	0	0
ENSG00000254597	0	0	0	0	0	0
ENSG00000254598	0	0	0	0	0	0
ENSG00000254599	0	0	0	0	0	0
ENSG00000254601	1	0	0	0	0	0
ENSG00000254602	72	76	120	85	110	100
ENSG00000254603	0	0	0	0	0	0
ENSG00000254604	33	18	39	36	18	27
ENSG00000254605	0	1	0	3	0	2
ENSG00000254606	0	0	0	0	0	0
ENSG00000254607	104	103	139	44	28	28
ENSG00000254609	0	0	0	0	0	0
ENSG00000254610	3	14	5	15	6	11
ENSG00000254612	335	164	283	136	127	176
ENSG00000254613	0	0	0	1	0	0
ENSG00000254614	141	100	222	116	89	86
ENSG00000254615	98	67	88	21	32	23
ENSG00000254616	0	0	0	1	0	0
ENSG00000254617	0	0	0	2	0	0
ENSG00000254618	17	4	17	11	6	9
ENSG00000254619	0	0	3	0	0	0
ENSG00000254620	0	0	0	0	0	0
ENSG00000254621	0	0	0	1	0	0
ENSG00000254622	0	0	0	6	0	0
ENSG00000254623	0	0	0	1	0	0
ENSG00000254624	0	0	0	0	0	0
ENSG00000254625	0	0	0	2	0	0
ENSG00000254626	0	0	0	1	0	0
ENSG00000254627	0	0	0	0	0	0
ENSG00000254629	0	0	0	0	0	0
ENSG00000254630	0	0	0	0	0	0
ENSG00000254631	32	11	32	40	38	30
ENSG00000254632	2	7	13	3	4	5
ENSG00000254633	0	0	0	0	0	0
ENSG00000254634	313	326	412	311	322	285
ENSG00000254635	1966	1677	2323	1422	1420	1249
ENSG00000254636	26	16	41	19	18	17
ENSG00000254637	0	0	0	0	0	0
ENSG00000254638	0	0	0	4	0	0
ENSG00000254639	0	1	0	1	2	1
ENSG00000254641	0	0	0	0	0	0
ENSG00000254642	0	0	0	0	0	0
ENSG00000254644	0	0	0	0	0	1
ENSG00000254645	7	3	4	15	13	19
ENSG00000254646	0	0	0	0	0	0
ENSG00000254647	0	0	0	0	0	0
ENSG00000254648	5	10	15	10	6	9
ENSG00000254649	0	0	0	0	0	0
ENSG00000254650	0	0	0	0	1	0
ENSG00000254651	0	0	0	0	0	0
ENSG00000254653	1	0	0	1	2	0
ENSG00000254654	0	0	0	2	0	0
ENSG00000254655	0	0	0	0	0	0
ENSG00000254656	0	1	0	9	1	7
ENSG00000254658	0	0	0	9	0	0
ENSG00000254659	2	0	6	19	0	0
ENSG00000254660	0	0	0	0	0	0
ENSG00000254661	1	0	0	1	0	0
ENSG00000254662	8	2	11	63	7	12
ENSG00000254663	0	0	0	0	0	0
ENSG00000254664	0	0	1	4	0	0
ENSG00000254665	0	0	0	0	0	0
ENSG00000254668	0	0	0	0	0	0
ENSG00000254669	2	4	4	4	1	1
ENSG00000254670	1	0	0	4	0	0
ENSG00000254671	133	93	143	84	92	80
ENSG00000254672	0	0	0	0	0	0
ENSG00000254673	4	7	5	16	8	12
ENSG00000254674	0	0	0	0	0	0
ENSG00000254675	2	2	4	7	1	2
ENSG00000254676	0	0	0	0	0	0
ENSG00000254677	0	3	5	0	1	5
ENSG00000254678	17	9	10	3	12	7
ENSG00000254680	0	0	0	1	0	0
ENSG00000254681	578	530	699	355	807	1230
ENSG00000254682	238	227	294	118	134	125
ENSG00000254683	1	0	3	1	0	1
ENSG00000254684	0	0	0	0	0	0
ENSG00000254685	0	0	0	0	0	0
ENSG00000254686	5	1	2	5	1	0
ENSG00000254687	4	3	6	16	0	3
ENSG00000254688	0	0	0	0	1	0
ENSG00000254689	0	0	8	14	0	2
ENSG00000254690	0	0	0	0	0	0
ENSG00000254691	0	0	0	0	0	0
ENSG00000254692	255	223	383	366	387	423
ENSG00000254693	0	0	0	0	0	0
ENSG00000254694	0	0	0	0	0	0
ENSG00000254695	13	14	5	34	26	26
ENSG00000254697	0	0	0	0	0	0
ENSG00000254698	11	9	11	3	8	6
ENSG00000254699	1	0	0	1	0	0
ENSG00000254700	0	0	0	0	0	0
ENSG00000254701	3	3	3	1	3	18
ENSG00000254702	6	2	5	0	1	1
ENSG00000254703	0	0	0	6	0	0
ENSG00000254704	0	0	0	0	0	0
ENSG00000254705	0	0	0	4	0	0
ENSG00000254706	0	0	0	0	0	0
ENSG00000254707	0	0	0	0	0	0
ENSG00000254708	0	0	0	0	0	0
ENSG00000254709	0	0	0	0	0	0
ENSG00000254710	1	0	5	9	0	0
ENSG00000254712	0	0	0	0	0	0
ENSG00000254713	0	0	0	0	0	0
ENSG00000254714	0	0	0	1	0	0
ENSG00000254715	0	0	0	0	0	0
ENSG00000254717	0	0	0	5	0	0
ENSG00000254718	31	35	39	41	33	24
ENSG00000254719	0	0	0	0	0	0
ENSG00000254720	0	0	0	0	0	0
ENSG00000254721	1	0	1	5	2	0
ENSG00000254722	0	1	0	1	0	0
ENSG00000254723	0	0	0	0	0	0
ENSG00000254724	0	5	5	0	0	0
ENSG00000254725	0	0	0	0	0	0
ENSG00000254726	7152	6309	9052	7673	9465	9578
ENSG00000254727	0	0	0	0	0	0
ENSG00000254728	0	0	0	4	0	0
ENSG00000254730	0	0	0	0	0	0
ENSG00000254731	0	0	0	5	0	0
ENSG00000254732	0	0	0	0	0	0
ENSG00000254733	128	130	157	168	108	126
ENSG00000254734	3	1	4	46	1	3
ENSG00000254735	0	0	0	2	0	0
ENSG00000254736	0	1	0	0	0	0
