Gene_ID	H69ARSUP1	H69ARSUP2	H69ARSUP3	H69ARWT1	H69ARWT2	H69ARWT3
ENSG00000274415	0	0	0	0	0	0
ENSG00000274417	0	0	0	0	0	0
ENSG00000274419	2	0	0	0	0	0
ENSG00000274420	0	0	0	0	0	0
ENSG00000274421	0	0	0	0	0	0
ENSG00000274422	35	27	15	1	2	6
ENSG00000274423	0	2	1	1	0	1
ENSG00000274424	0	0	0	0	0	0
ENSG00000274425	6	3	0	3	9	6
ENSG00000274427	0	0	0	0	0	0
ENSG00000274428	0	0	0	0	0	0
ENSG00000274430	0	0	0	0	0	0
ENSG00000274432	0	0	0	0	0	0
ENSG00000274441	0	0	0	0	0	0
ENSG00000274443	1	3	0	1	0	0
ENSG00000274444	20	16	12	20	7	4
ENSG00000274445	0	0	0	0	0	0
ENSG00000274446	0	0	0	0	0	0
ENSG00000274447	0	0	0	0	0	0
ENSG00000274450	0	0	0	0	0	0
ENSG00000274451	0	0	0	0	0	0
ENSG00000274452	0	0	0	0	0	0
ENSG00000274455	0	2	0	0	0	1
ENSG00000274458	0	0	0	0	0	0
ENSG00000274459	0	0	0	0	0	0
ENSG00000274460	22	36	25	13	35	34
ENSG00000274461	0	0	0	0	0	0
ENSG00000274466	0	0	0	0	0	0
ENSG00000274467	0	0	0	0	0	0
ENSG00000274468	0	0	0	0	0	0
ENSG00000274469	0	0	0	0	0	0
ENSG00000274471	0	0	0	0	0	0
ENSG00000274472	0	0	0	0	0	0
ENSG00000274475	0	0	0	0	0	0
ENSG00000274478	0	0	0	0	0	0
ENSG00000274481	0	0	0	0	0	0
ENSG00000274484	0	0	0	0	0	0
ENSG00000274486	0	0	0	0	0	0
ENSG00000274487	113	111	123	55	107	96
ENSG00000274489	0	0	0	0	0	0
ENSG00000274491	0	0	0	0	0	0
ENSG00000274492	2	3	0	0	0	4
ENSG00000274493	0	0	0	0	0	0
ENSG00000274494	0	0	0	0	0	0
ENSG00000274499	0	0	1	0	0	0
ENSG00000274500	0	0	0	0	0	0
ENSG00000274501	0	0	0	0	0	0
ENSG00000274502	0	0	0	0	0	0
ENSG00000274503	0	0	0	0	0	0
ENSG00000274505	0	0	0	0	0	0
ENSG00000274507	0	0	0	0	0	0
ENSG00000274508	0	0	0	0	0	0
ENSG00000274510	0	0	0	0	0	0
ENSG00000274512	42	50	52	32	49	36
ENSG00000274514	0	0	0	0	0	0
ENSG00000274515	0	0	0	0	0	0
ENSG00000274516	0	0	0	0	0	0
ENSG00000274520	0	0	0	0	0	0
ENSG00000274523	6083	6096	5780	8734	6015	5177
ENSG00000274525	178	183	163	66	59	49
ENSG00000274528	0	0	0	0	0	0
ENSG00000274529	0	0	0	0	0	0
ENSG00000274532	0	0	0	0	0	0
ENSG00000274535	0	0	0	0	0	0
ENSG00000274536	0	0	0	0	0	0
ENSG00000274541	0	0	0	0	0	0
ENSG00000274544	0	0	0	0	0	0
ENSG00000274547	0	0	0	0	0	0
ENSG00000274549	0	0	0	0	0	0
ENSG00000274551	9	0	0	0	0	2
ENSG00000274552	0	0	0	0	0	0
ENSG00000274553	0	0	0	0	0	0
ENSG00000274554	0	0	0	0	0	0
ENSG00000274559	0	0	0	0	0	0
ENSG00000274560	0	0	0	0	0	0
ENSG00000274561	0	0	0	0	0	0
ENSG00000274562	0	0	0	0	0	0
ENSG00000274565	206	213	218	222	251	224
ENSG00000274568	0	0	0	0	0	0
ENSG00000274569	2	2	1	0	1	1
ENSG00000274570	12	16	17	8	4	9
ENSG00000274572	0	0	0	0	0	0
ENSG00000274576	0	0	0	0	0	0
ENSG00000274578	0	0	0	0	0	0
ENSG00000274579	0	0	0	0	0	0
ENSG00000274582	0	0	0	0	0	0
ENSG00000274583	0	0	0	0	0	0
ENSG00000274584	0	0	0	0	0	0
ENSG00000274585	0	0	0	0	0	0
ENSG00000274588	0	0	0	0	1	0
ENSG00000274589	0	0	0	0	0	0
ENSG00000274591	0	0	0	0	0	0
ENSG00000274594	0	0	0	0	0	0
ENSG00000274598	0	0	0	0	0	0
ENSG00000274599	0	0	0	0	0	0
ENSG00000274600	3	2	1	5	3	0
ENSG00000274601	0	0	0	0	0	0
ENSG00000274602	382	341	346	413	427	358
ENSG00000274603	0	0	0	0	0	0
ENSG00000274605	372	391	317	451	301	300
ENSG00000274606	0	0	0	0	0	0
ENSG00000274607	0	0	0	0	0	0
ENSG00000274611	0	1	0	2	0	0
ENSG00000274612	0	0	0	0	0	0
ENSG00000274614	0	0	0	0	0	0
ENSG00000274615	12	9	7	17	9	8
ENSG00000274617	0	0	0	0	0	0
ENSG00000274618	0	0	0	0	0	0
ENSG00000274620	0	0	0	0	0	0
ENSG00000274621	0	0	0	0	0	0
ENSG00000274624	0	0	0	0	0	0
ENSG00000274625	0	0	0	0	0	0
ENSG00000274628	0	0	0	0	0	0
ENSG00000274629	1	1	0	0	0	0
ENSG00000274630	0	0	0	0	0	0
ENSG00000274631	0	0	0	0	0	1
ENSG00000274632	0	0	0	0	0	0
ENSG00000274637	0	0	0	0	0	0
ENSG00000274640	0	0	0	0	0	0
ENSG00000274641	40	39	25	38	33	42
ENSG00000274642	22	25	25	13	15	13
ENSG00000274647	0	0	0	0	0	0
ENSG00000274649	0	0	0	0	0	0
ENSG00000274652	0	0	0	0	0	0
ENSG00000274653	0	0	0	0	0	0
ENSG00000274654	0	0	0	0	0	0
ENSG00000274655	0	0	0	0	0	0
ENSG00000274656	0	0	0	0	0	0
ENSG00000274658	0	0	0	2	0	0
ENSG00000274659	0	0	0	0	0	0
ENSG00000274660	0	0	0	0	0	0
ENSG00000274662	0	0	0	0	0	0
ENSG00000274663	0	0	0	0	0	0
ENSG00000274664	0	0	0	0	0	0
ENSG00000274666	0	0	0	0	0	0
ENSG00000274667	0	0	0	0	0	0
ENSG00000274670	0	0	0	0	2	0
ENSG00000274677	0	0	0	0	0	0
ENSG00000274678	0	0	0	0	0	0
ENSG00000274680	0	0	0	0	3	0
ENSG00000274682	0	0	0	0	0	0
ENSG00000274685	0	0	1	0	0	0
ENSG00000274686	0	0	0	0	0	1
ENSG00000274688	0	0	0	0	0	0
ENSG00000274691	0	0	0	0	0	0
ENSG00000274693	0	0	0	0	0	0
ENSG00000274695	10	4	3	1	1	4
ENSG00000274697	0	0	0	0	0	0
ENSG00000274698	4	6	0	6	5	8
ENSG00000274701	0	0	0	0	0	0
ENSG00000274702	0	0	0	0	0	0
ENSG00000274704	0	0	0	0	0	0
ENSG00000274705	0	0	0	0	0	0
ENSG00000274709	0	0	0	0	0	0
ENSG00000274711	0	0	0	0	0	0
ENSG00000274712	0	0	0	0	0	0
ENSG00000274713	0	0	0	0	0	0
ENSG00000274716	0	0	0	0	0	0
ENSG00000274717	6	8	8	1	10	4
ENSG00000274718	0	0	0	0	0	0
ENSG00000274719	0	0	0	0	0	0
ENSG00000274721	0	0	0	0	0	0
ENSG00000274723	0	3	0	0	0	0
ENSG00000274727	0	0	0	0	0	0
ENSG00000274730	0	0	0	0	0	0
ENSG00000274732	0	0	0	0	0	0
ENSG00000274736	0	0	0	0	0	0
ENSG00000274737	0	0	0	0	0	0
ENSG00000274740	0	0	0	0	0	0
ENSG00000274742	0	0	0	0	0	0
ENSG00000274747	0	0	0	0	0	0
ENSG00000274748	0	0	0	0	0	0
ENSG00000274749	0	0	0	0	0	0
ENSG00000274750	153	163	133	42	23	45
ENSG00000274751	4	6	8	7	5	6
ENSG00000274752	0	0	0	0	0	0
ENSG00000274755	0	0	0	0	0	0
ENSG00000274756	0	0	0	0	0	0
ENSG00000274758	0	0	0	0	0	0
ENSG00000274759	0	0	0	0	0	0
ENSG00000274760	0	0	0	0	0	0
ENSG00000274764	0	0	0	0	0	0
ENSG00000274765	0	0	0	0	0	0
ENSG00000274766	0	0	0	2	0	0
ENSG00000274767	0	0	0	0	0	0
ENSG00000274769	39	43	37	79	44	45
ENSG00000274770	0	0	0	0	0	0
ENSG00000274772	0	0	0	0	0	0
ENSG00000274775	32	30	21	30	41	32
ENSG00000274776	0	0	0	0	0	0
ENSG00000274777	0	0	0	0	0	0
ENSG00000274790	0	0	0	0	0	0
ENSG00000274797	0	0	0	0	0	0
ENSG00000274798	0	0	0	0	0	1
ENSG00000274799	0	0	0	0	0	0
ENSG00000274800	0	0	0	0	0	0
ENSG00000274805	0	0	0	0	0	0
ENSG00000274808	0	0	0	0	0	0
ENSG00000274809	0	0	0	0	0	0
ENSG00000274810	5	2	2	1	6	2
ENSG00000274813	9	6	10	5	6	8
ENSG00000274814	0	0	0	0	0	0
ENSG00000274816	0	0	0	0	0	0
ENSG00000274817	0	0	0	0	0	0
ENSG00000274818	21	15	13	40	13	12
ENSG00000274819	0	0	0	0	0	0
ENSG00000274820	0	0	0	0	0	0
ENSG00000274822	0	0	0	0	0	0
ENSG00000274823	0	0	0	0	0	0
ENSG00000274824	0	0	0	0	0	0
ENSG00000274825	24	25	26	21	18	13
ENSG00000274827	3	6	3	2	6	2
ENSG00000274828	0	0	0	0	0	0
ENSG00000274832	0	0	0	0	0	0
ENSG00000274833	4	13	11	8	4	12
ENSG00000274834	2	0	0	0	0	0
ENSG00000274835	0	0	0	0	0	0
ENSG00000274836	0	0	0	0	0	0
ENSG00000274837	0	0	0	0	0	0
ENSG00000274838	0	0	0	0	0	0
ENSG00000274840	0	0	0	0	0	0
ENSG00000274841	0	0	0	0	0	0
ENSG00000274844	0	0	0	0	0	0
ENSG00000274845	0	0	0	0	0	0
ENSG00000274848	0	0	0	0	1	1
ENSG00000274849	0	0	0	0	0	0
ENSG00000274852	0	0	0	0	0	0
ENSG00000274855	0	0	0	0	0	0
ENSG00000274859	0	0	0	0	0	0
ENSG00000274860	0	0	0	0	0	0
ENSG00000274862	0	0	0	0	0	0
ENSG00000274863	2	0	0	0	0	0
ENSG00000274864	0	0	0	0	0	0
ENSG00000274866	0	0	0	0	0	0
ENSG00000274867	0	0	0	0	0	0
ENSG00000274868	0	0	0	0	0	0
ENSG00000274874	0	0	0	0	0	0
ENSG00000274878	0	0	0	0	0	0
ENSG00000274879	0	0	0	0	0	0
ENSG00000274883	0	0	0	0	0	0
ENSG00000274884	0	0	0	0	0	0
ENSG00000274886	0	0	0	0	0	0
ENSG00000274892	0	0	0	0	0	0
ENSG00000274893	3	1	0	0	0	0
ENSG00000274895	0	0	0	0	0	0
ENSG00000274898	0	0	0	0	0	0
ENSG00000274899	0	0	0	0	0	0
ENSG00000274901	0	0	0	0	0	0
ENSG00000274902	0	0	0	0	0	0
ENSG00000274903	0	0	0	0	0	0
ENSG00000274904	0	0	0	0	0	0
ENSG00000274915	0	0	0	0	0	0
ENSG00000274918	0	0	0	0	0	0
ENSG00000274919	0	0	0	0	0	0
ENSG00000274922	5	1	0	0	3	1
ENSG00000274923	0	0	0	0	0	0
ENSG00000274925	167	165	105	223	115	128
ENSG00000274927	1	1	0	0	3	2
ENSG00000274928	0	2	0	1	2	0
ENSG00000274929	0	0	0	0	0	0
ENSG00000274930	0	0	0	0	0	0
ENSG00000274932	0	0	0	0	0	0
ENSG00000274933	0	0	0	0	0	0
ENSG00000274934	0	0	0	0	0	0
ENSG00000274937	0	0	0	0	0	0
ENSG00000274940	0	0	0	0	0	0
ENSG00000274943	0	0	0	0	0	0
ENSG00000274944	0	0	0	0	0	0
ENSG00000274949	33	35	26	21	8	11
ENSG00000274954	0	0	0	0	0	0
ENSG00000274962	0	0	0	0	0	0
ENSG00000274963	0	0	0	0	0	0
ENSG00000274964	0	0	0	0	0	0
ENSG00000274966	0	0	0	0	0	0
ENSG00000274967	0	0	0	0	0	0
ENSG00000274969	0	0	0	0	0	0
ENSG00000274970	0	0	0	0	0	0
ENSG00000274973	0	0	0	0	0	0
ENSG00000274975	0	0	0	0	0	0
ENSG00000274976	0	0	0	0	0	0
ENSG00000274977	0	0	0	0	0	0
ENSG00000274978	0	0	0	0	0	0
ENSG00000274979	0	1	1	0	0	0
ENSG00000274984	0	0	0	0	0	0
ENSG00000274985	0	0	0	0	0	0
ENSG00000274986	0	0	0	0	0	0
ENSG00000274987	0	0	0	0	0	0
ENSG00000274988	0	0	0	0	0	0
ENSG00000274993	0	0	0	0	0	0
ENSG00000274994	0	0	0	0	0	0
ENSG00000274995	0	0	0	0	0	0
ENSG00000274996	0	0	0	0	0	0
ENSG00000274997	10	3	7	31	23	52
ENSG00000274998	0	0	0	0	0	0
ENSG00000274999	0	0	0	0	0	0
ENSG00000275001	0	0	0	0	0	0
ENSG00000275002	0	2	3	0	0	0
ENSG00000275004	354	318	321	194	259	208
ENSG00000275005	0	0	0	0	0	0
ENSG00000275006	0	0	0	0	0	0
ENSG00000275011	0	2	2	0	0	0
ENSG00000275012	0	0	0	0	0	0
ENSG00000275014	0	0	0	0	0	0
ENSG00000275015	0	0	0	0	0	0
ENSG00000275016	0	0	0	3	1	1
ENSG00000275017	0	0	0	0	0	0
ENSG00000275022	0	0	0	0	0	0
ENSG00000275023	4180	4212	3921	2928	3461	2095
ENSG00000275024	0	0	0	0	0	0
ENSG00000275025	0	0	0	0	0	0
ENSG00000275026	0	0	2	1	0	0
ENSG00000275029	0	0	0	0	0	0
ENSG00000275030	0	0	0	0	0	0
ENSG00000275033	0	0	0	0	0	0
ENSG00000275034	0	0	0	0	0	0
ENSG00000275036	0	0	0	0	0	0
ENSG00000275038	0	1	0	1	0	0
ENSG00000275040	1	0	1	1	0	2
ENSG00000275041	0	0	1	0	0	0
ENSG00000275043	0	0	0	0	0	0
ENSG00000275046	0	0	0	0	0	0
ENSG00000275048	0	0	0	0	0	0
ENSG00000275052	3422	3117	3146	2365	3266	3049
ENSG00000275054	0	0	0	0	0	0
ENSG00000275055	0	0	0	0	0	0
ENSG00000275056	0	0	0	0	0	0
ENSG00000275060	0	0	0	0	0	0
ENSG00000275061	0	0	0	0	0	0
ENSG00000275064	2	2	0	0	0	4
ENSG00000275066	2312	2203	2125	1070	1484	1426
ENSG00000275067	0	0	0	0	0	0
ENSG00000275068	0	0	0	0	0	0
ENSG00000275069	0	0	0	0	0	0
ENSG00000275070	0	0	0	0	0	0
ENSG00000275071	0	0	0	0	0	0
ENSG00000275072	0	0	0	0	0	0
ENSG00000275074	321	357	323	919	589	402
ENSG00000275075	0	0	0	0	0	0
ENSG00000275078	0	0	0	0	0	0
ENSG00000275084	0	0	0	0	0	0
ENSG00000275088	0	0	0	0	0	0
ENSG00000275090	0	0	0	0	0	0
ENSG00000275091	0	0	0	0	0	0
ENSG00000275092	0	0	0	0	0	0
ENSG00000275094	0	0	0	0	0	0
ENSG00000275097	5	13	6	7	2	10
ENSG00000275101	0	0	0	0	0	0
ENSG00000275103	5	3	1	0	0	3
ENSG00000275106	14	7	3	6	1	4
ENSG00000275107	0	0	0	0	0	0
ENSG00000275108	0	0	0	0	0	0
ENSG00000275109	0	0	0	0	0	0
ENSG00000275110	0	0	0	3	5	2
ENSG00000275111	226	210	214	209	181	184
ENSG00000275113	0	0	0	0	0	0
ENSG00000275115	0	0	0	0	0	0
ENSG00000275119	8	11	8	8	9	21
ENSG00000275120	13	15	4	3	3	6
ENSG00000275121	0	0	0	0	0	0
ENSG00000275126	0	0	0	0	0	0
ENSG00000275127	0	0	0	0	0	0
ENSG00000275128	0	0	0	0	0	0
ENSG00000275129	0	0	0	0	0	0
ENSG00000275130	0	0	0	0	0	0
ENSG00000275131	144	183	205	106	175	125
ENSG00000275132	0	0	0	0	0	0
ENSG00000275134	0	0	0	0	0	0
ENSG00000275138	0	0	0	0	0	0
ENSG00000275139	0	0	0	0	0	0
ENSG00000275140	0	0	0	7	0	0
ENSG00000275141	0	0	0	0	0	0
ENSG00000275143	0	0	0	0	0	0
ENSG00000275144	0	0	0	0	0	0
ENSG00000275146	0	0	0	0	0	0
ENSG00000275152	0	0	0	0	0	0
ENSG00000275154	0	0	0	0	0	0
ENSG00000275155	0	0	0	0	0	0
ENSG00000275157	0	0	0	0	0	0
ENSG00000275158	0	0	0	0	0	0
ENSG00000275160	57	48	65	22	36	30
ENSG00000275161	0	0	0	0	0	0
ENSG00000275162	0	0	0	0	0	0
ENSG00000275163	0	0	0	0	0	0
ENSG00000275166	0	0	0	0	0	0
ENSG00000275167	0	0	0	0	0	0
ENSG00000275170	0	0	0	0	0	0
ENSG00000275173	0	0	0	0	0	0
ENSG00000275174	0	0	0	0	0	0
ENSG00000275178	0	0	0	0	0	0
ENSG00000275180	0	0	0	0	0	0
ENSG00000275183	188	195	192	359	261	198
ENSG00000275185	0	0	0	0	0	0
ENSG00000275186	0	0	0	0	0	0
ENSG00000275191	0	0	0	0	0	0
ENSG00000275194	0	0	0	0	0	0
ENSG00000275197	0	0	0	0	0	0
ENSG00000275198	37	28	39	25	23	18
ENSG00000275201	0	0	0	0	0	0
ENSG00000275202	222	228	225	113	113	101
ENSG00000275206	0	0	0	0	0	0
ENSG00000275207	0	0	0	0	0	0
ENSG00000275208	0	0	0	0	0	0
ENSG00000275210	1	3	0	0	0	3
ENSG00000275212	0	0	0	0	0	0
ENSG00000275213	0	0	0	0	0	5
ENSG00000275215	0	0	0	0	0	0
ENSG00000275216	151	158	122	55	52	47
ENSG00000275219	0	0	0	0	0	0
ENSG00000275221	0	0	0	0	0	0
ENSG00000275222	0	0	0	0	0	0
ENSG00000275223	35	26	15	41	20	25
ENSG00000275226	0	2	0	0	0	3
ENSG00000275227	0	0	0	0	0	0
ENSG00000275228	0	0	0	0	0	0
ENSG00000275229	0	0	0	0	0	0
ENSG00000275230	0	0	0	0	0	0
ENSG00000275231	0	0	0	0	0	0
ENSG00000275232	0	0	0	0	0	0
ENSG00000275234	0	0	0	0	0	0
ENSG00000275236	0	0	0	0	0	0
ENSG00000275238	1	1	0	0	6	0
ENSG00000275239	64	63	53	28	21	33
ENSG00000275243	0	0	0	0	0	0
ENSG00000275248	0	0	0	0	0	0
ENSG00000275250	0	0	0	0	0	0
ENSG00000275254	0	0	0	0	0	0
ENSG00000275256	0	0	0	3	0	0
ENSG00000275259	0	0	0	0	0	0
ENSG00000275263	21	25	11	49	25	28
ENSG00000275265	6	3	15	1	3	2
ENSG00000275266	0	0	0	0	0	0
ENSG00000275268	0	0	0	0	0	0
ENSG00000275273	0	0	0	0	0	0
ENSG00000275278	0	0	0	0	0	0
ENSG00000275280	0	0	0	0	0	0
ENSG00000275285	0	0	0	0	0	0
ENSG00000275286	0	0	0	0	0	0
ENSG00000275287	0	0	0	0	0	0
ENSG00000275291	1	2	2	6	2	2
ENSG00000275293	0	0	0	0	0	0
ENSG00000275294	29	38	38	82	51	54
ENSG00000275295	0	0	0	0	0	0
ENSG00000275296	0	0	0	0	0	0
ENSG00000275297	11	15	6	4	11	2
ENSG00000275302	1	0	0	0	0	0
ENSG00000275305	4	1	1	0	0	0
ENSG00000275307	0	0	0	0	0	0
ENSG00000275310	0	0	0	0	0	0
ENSG00000275312	0	0	0	0	0	0
ENSG00000275314	0	0	0	0	0	0
ENSG00000275315	0	0	0	0	0	0
ENSG00000275318	0	0	0	0	0	0
ENSG00000275319	0	0	0	0	1	0
ENSG00000275320	0	0	0	0	3	1
ENSG00000275322	19	26	13	8	14	15
ENSG00000275325	0	0	0	0	0	0
ENSG00000275327	0	0	0	0	0	0
ENSG00000275328	0	0	0	0	0	0
ENSG00000275329	10	8	5	19	5	15
ENSG00000275332	0	0	0	0	0	0
ENSG00000275334	0	0	0	0	0	0
ENSG00000275335	0	0	0	0	0	0
ENSG00000275337	0	0	0	0	0	0
ENSG00000275339	0	0	0	0	0	0
ENSG00000275340	0	0	0	0	0	0
ENSG00000275342	1577	1583	1498	1179	1236	1023
ENSG00000275343	0	0	0	0	0	0
ENSG00000275344	0	0	0	0	0	0
ENSG00000275345	0	0	0	0	0	0
ENSG00000275348	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0
ENSG00000275352	0	0	0	0	0	0
ENSG00000275355	0	0	0	0	0	0
ENSG00000275356	0	0	0	0	0	0
ENSG00000275358	0	0	0	0	0	0
ENSG00000275359	0	0	0	0	0	0
ENSG00000275360	0	0	0	0	0	0
ENSG00000275361	0	0	0	0	0	0
ENSG00000275362	0	0	0	0	0	0
ENSG00000275363	0	0	0	0	0	0
ENSG00000275367	5	13	7	14	6	6
ENSG00000275371	0	0	0	0	0	0
ENSG00000275372	0	0	0	0	0	0
ENSG00000275373	0	0	0	0	0	0
ENSG00000275374	1	5	2	2	2	3
ENSG00000275377	0	0	0	0	0	0
ENSG00000275379	0	0	0	0	0	0
ENSG00000275381	0	0	0	0	0	0
ENSG00000275383	0	0	0	0	4	0
ENSG00000275385	0	0	0	0	0	0
ENSG00000275386	0	0	0	0	0	2
ENSG00000275387	0	0	0	0	0	0
ENSG00000275389	0	0	0	0	0	0
ENSG00000275390	0	1	0	0	4	0
ENSG00000275391	0	0	0	0	0	0
ENSG00000275392	0	0	0	0	0	0
ENSG00000275393	0	0	0	0	0	0
ENSG00000275395	36	50	51	20	17	34
ENSG00000275400	0	0	0	0	0	0
ENSG00000275401	7	2	10	7	4	5
ENSG00000275406	0	0	0	0	0	0
ENSG00000275409	0	2	1	0	0	5
ENSG00000275410	0	2	0	0	1	1
ENSG00000275411	0	0	0	0	0	0
ENSG00000275413	0	0	0	0	0	0
ENSG00000275414	0	0	0	0	0	0
ENSG00000275417	0	0	0	0	0	0
ENSG00000275418	2	1	2	0	2	0
ENSG00000275419	0	0	0	0	1	0
ENSG00000275423	0	0	0	0	0	0
ENSG00000275426	0	0	0	0	0	0
ENSG00000275427	0	0	0	0	0	0
ENSG00000275429	0	0	0	0	0	0
ENSG00000275431	0	0	0	0	0	0
ENSG00000275432	0	0	0	0	0	0
ENSG00000275437	0	0	0	0	0	0
ENSG00000275438	0	0	0	0	0	0
ENSG00000275441	0	0	0	0	0	0
ENSG00000275443	0	0	0	0	0	1
ENSG00000275445	0	3	3	3	4	1
ENSG00000275448	0	0	0	0	0	0
ENSG00000275449	0	0	0	0	0	0
ENSG00000275450	6	13	4	13	12	5
ENSG00000275451	0	0	0	0	0	0
ENSG00000275453	0	0	0	0	0	0
ENSG00000275454	0	0	0	0	0	0
ENSG00000275455	0	0	0	0	0	0
ENSG00000275457	63	47	58	190	95	117
ENSG00000275458	0	0	0	0	0	0
ENSG00000275460	0	0	0	0	0	0
ENSG00000275461	0	0	0	0	0	0
ENSG00000275464	1859	1908	1785	2356	2279	1702
ENSG00000275465	0	0	0	0	0	0
ENSG00000275467	0	0	0	0	0	0
ENSG00000275468	0	0	0	0	0	0
ENSG00000275469	0	0	0	0	0	0
ENSG00000275475	0	0	0	0	0	0
ENSG00000275476	0	0	0	0	0	0
ENSG00000275479	6	0	1	8	3	11
ENSG00000275480	0	0	0	0	0	0
ENSG00000275481	0	0	0	0	0	0
ENSG00000275484	0	0	0	0	0	0
ENSG00000275485	0	0	0	0	0	0
ENSG00000275488	0	0	0	0	0	0
ENSG00000275489	1	2	0	0	2	0
ENSG00000275490	0	0	0	0	0	0
ENSG00000275491	25	32	19	46	24	36
ENSG00000275493	15	9	15	10	15	6
ENSG00000275494	0	0	0	0	0	0
ENSG00000275496	1	3	8	2	3	2
ENSG00000275497	0	0	0	0	0	0
ENSG00000275502	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0
ENSG00000275504	0	0	0	0	0	0
ENSG00000275506	0	0	0	0	0	0
ENSG00000275508	0	0	0	0	0	0
ENSG00000275512	24	42	40	118	112	131
ENSG00000275515	0	0	0	0	0	0
ENSG00000275516	0	0	0	0	0	0
ENSG00000275518	0	0	0	0	0	0
ENSG00000275519	0	0	0	0	0	0
ENSG00000275520	0	0	0	0	0	0
ENSG00000275523	0	0	0	0	0	0
ENSG00000275524	0	0	0	0	0	0
ENSG00000275527	0	0	0	0	0	0
ENSG00000275529	0	0	0	0	0	0
ENSG00000275532	2	5	8	3	8	3
ENSG00000275538	0	0	0	0	0	0
ENSG00000275540	8	3	6	0	2	0
ENSG00000275547	0	0	0	0	0	0
ENSG00000275549	8	7	5	16	12	6
ENSG00000275550	0	0	0	0	0	0
ENSG00000275552	1	0	2	0	0	2
ENSG00000275553	0	0	0	0	0	0
ENSG00000275557	0	0	0	0	0	0
ENSG00000275558	0	0	0	0	0	0
ENSG00000275559	0	0	0	0	0	0
ENSG00000275562	0	0	0	0	0	0
ENSG00000275563	0	0	0	0	0	0
ENSG00000275567	0	0	0	0	0	0
ENSG00000275569	0	0	0	0	0	0
ENSG00000275572	0	0	0	0	0	1
ENSG00000275576	0	0	0	0	0	0
ENSG00000275578	0	0	0	0	0	0
ENSG00000275580	0	0	0	0	0	0
ENSG00000275582	0	0	0	0	0	0
ENSG00000275585	0	0	0	0	0	0
ENSG00000275586	0	0	0	0	0	0
ENSG00000275588	0	0	0	0	0	0
ENSG00000275589	0	0	0	0	0	0
ENSG00000275591	1	6	4	4	4	1
ENSG00000275592	0	0	0	0	0	0
ENSG00000275597	0	0	0	0	0	0
ENSG00000275598	0	0	0	0	0	0
ENSG00000275601	0	0	0	0	0	0
ENSG00000275607	0	0	0	0	0	0
ENSG00000275609	0	0	0	0	0	0
ENSG00000275610	0	0	0	0	0	0
ENSG00000275612	0	0	0	0	0	0
ENSG00000275613	0	0	0	0	0	0
ENSG00000275616	0	0	0	0	0	0
ENSG00000275620	0	0	0	0	0	0
ENSG00000275625	0	0	0	0	0	0
ENSG00000275628	0	0	0	0	0	0
ENSG00000275630	2	6	2	7	5	6
ENSG00000275631	0	0	0	0	0	0
ENSG00000275632	0	0	0	0	0	0
ENSG00000275634	0	0	0	0	0	0
ENSG00000275635	0	0	0	0	0	0
ENSG00000275636	0	1	0	1	4	1
ENSG00000275638	0	0	0	0	0	0
ENSG00000275640	0	0	0	0	0	0
ENSG00000275642	0	0	0	0	0	0
ENSG00000275643	0	0	0	0	0	0
ENSG00000275645	1	3	2	4	0	3
ENSG00000275646	0	0	0	0	0	0
ENSG00000275647	0	0	0	0	0	0
ENSG00000275649	0	0	0	0	0	0
ENSG00000275651	0	0	0	0	0	0
ENSG00000275652	0	0	0	0	0	0
ENSG00000275654	0	0	0	0	0	0
ENSG00000275655	0	0	0	0	0	0
ENSG00000275656	0	0	0	0	0	0
ENSG00000275662	0	0	0	0	0	0
ENSG00000275663	1	0	1	0	0	0
ENSG00000275664	0	0	0	0	0	0
ENSG00000275665	0	0	0	0	0	0
ENSG00000275666	0	0	0	0	0	0
ENSG00000275667	0	0	0	0	0	0
ENSG00000275669	0	0	0	0	0	0
ENSG00000275670	0	0	0	0	0	0
ENSG00000275672	0	0	0	0	0	0
ENSG00000275674	401	422	394	599	391	341
ENSG00000275675	2	0	1	0	0	1
ENSG00000275676	0	0	0	2	0	0
ENSG00000275678	0	0	0	0	0	0
ENSG00000275680	0	0	0	0	0	0
ENSG00000275681	0	0	0	0	0	0
ENSG00000275688	0	0	0	0	0	0
ENSG00000275689	0	0	0	0	0	0
ENSG00000275691	0	0	0	0	0	0
ENSG00000275692	0	0	0	0	0	0
ENSG00000275693	0	0	0	0	0	0
ENSG00000275695	4	7	10	8	5	2
ENSG00000275696	0	0	0	0	0	0
ENSG00000275700	3504	3571	3255	5314	4438	4267
ENSG00000275703	0	0	0	0	0	0
ENSG00000275708	0	0	0	0	0	0
ENSG00000275709	0	0	0	0	0	0
ENSG00000275710	0	0	0	0	0	0
ENSG00000275711	0	0	0	0	0	0
ENSG00000275713	220	198	241	99	109	160
ENSG00000275714	3	2	2	3	6	7
ENSG00000275716	0	0	0	0	0	0
ENSG00000275718	0	0	0	0	0	0
ENSG00000275719	2	0	2	7	0	6
ENSG00000275720	1	1	0	7	21	8
ENSG00000275722	2	1	1	0	0	1
ENSG00000275725	0	0	0	0	0	0
ENSG00000275726	0	0	0	0	0	0
ENSG00000275728	0	0	3	0	0	0
